1,"a","avoirの直・現・3・単","",0,0
2,"A.O.C.","原産地統制呼称","appellation d'origine contrôlée",0,0
3,"abaissement","下げること,低下,引き下げ","",0,0
4,"abaisser","下げる,おろす,低くする,(s')下りる,下がる,誇り・知力・品位を失う,へりくだる","Il y a deux manières d'être riche : élever son revenu au niveau de ses désirs, abaisser ses désirs au niveau de son revenu.",0,0
5,"abandon","見捨てること,放棄,遺棄,ギブアップ","",0,0
6,"abandonn","遺棄された,見捨てられた","",0,0
7,"abandonner","見捨てる,放棄する,断念する","",0,0
8,"abasourdir","耳を聾する,肝をつぶさせる","",0,0
9,"abasourdissant","耳を聾する,茫然とさせる","",0,0
10,"abat-jour","シェード","",0,0
11,"abats","【料理】臓物","",0,0
12,"abattage","伐採,取り壊し,屠殺","",0,0
13,"abattant","上げ蓋","",0,0
14,"abattement","衰弱,意気消沈,割引,控除","",0,0
15,"abattis","家禽の臓物","",0,0
16,"abattoir","屠殺場","",0,0
17,"abattre","倒す,取り壊す,屠殺する,射殺する,打ちのめす,ぐったりさせる,(s')倒れる","",0,0
18,"abattu","衰弱した,意気消沈した","",0,0
19,"abb","神父,大修道院長","",0,0
20,"abbaye","大修道院","",0,0
21,"abc","初歩","",0,0
22,"abcès","はれもの,膿瘍","",0,0
23,"abcéder","膿瘍を形成する,化膿する","",0,0
24,"abdication","退位,譲位,放棄","",0,0
25,"abdiquer","退位する,譲位する,放棄する","",0,0
26,"abdomen","腹部","",0,0
27,"abdominal","腹部の","",0,0
28,"abdominaux","腹筋","",0,0
29,"abeille","蜜蜂","",0,0
30,"aberrant","常軌を逸した","",0,0
31,"aberration","常軌の逸脱,錯乱,収差","",0,0
32,"abhorrer","忌み嫌う","",0,0
33,"abject","下劣な","",0,0
34,"abjection","おぞましさ","",0,0
35,"abjuration","宣誓して捨てること","",0,0
36,"abjurer","宣誓して捨てる","",0,0
37,"ablatif","奪格","",0,0
38,"ablation","切除","",0,0
39,"ablution","垢離,禊ぎ","",0,0
40,"abnégation","自己犠牲,献身","",0,0
41,"aboiement","吠え声","",0,0
42,"abolir","廃止する","",0,0
43,"abolition","廃止,撤廃","",0,0
44,"abolitionnisme","奴隷廃止論,死刑廃止論","",0,0
45,"abolitionniste","奴隷廃止論者,死刑廃止論者","",0,0
46,"abominable","忌まわしい,憎むべき","",0,0
47,"abominablement","憎むべきやり方で,ひどく下手に","",0,0
48,"abomination","嫌悪","",0,0
49,"abominer","忌み嫌う","",0,0
50,"abondamment","豊富に","",0,0
51,"abondance","豊かさ,多量","L'abondance des pluies caractérise le climat de cette region.",0,0
52,"abondant","たくさんの,豊富な","",0,0
53,"abonder","豊富にある","",0,0
54,"abonn","予約契約を締結している,予約購読契約者,加入契約締結者","",0,0
55,"abonnement","購読契約,加入契約","",0,0
56,"abonner","予約する","",0,0
57,"abonnir","良くする,良くなる","",0,0
58,"abord","接近,到着,応対","",0,0
59,"abordable","値段が手頃な","",0,0
60,"abordage","接舷,(船舶の)衝突","",0,0
61,"aborder","衝突する,(人に)近づく,(仕事などに)取り組む,手をつける,着岸する,上陸する","L'Alliance atlantique et l'OTAN sont le cadre principal dans lequel la pluspart des États de l'Union européenne abordent les questions de défense et de sécurité.",0,0
62,"abords","付近の場所","",0,0
63,"aborigène","土着の,原産の,アボリジニ","",0,0
64,"aboucher","(管を)連結する","",0,0
65,"abouler","(金を)出す,渡す","",0,0
66,"abouter","密着接合する","",0,0
67,"aboutir","に達する,至る,成功する","La Loire aboutit à l'Atlantique.
Les bonnes intensions ne suffisent pas si elles n'aboutissent qu'à des résultats fâcheux.",0,0
68,"aboutissants","結末","",0,0
69,"aboutissement","結果,帰結","",0,0
70,"aboyer","吠える","Le chien aboie, jappe, clabaude.",0,0
71,"abraser","磨く,すり減らす,掻爬する","",0,0
72,"abrasif","研磨剤","",0,0
73,"abreuver","(牛馬に)水を飲ませる","",0,0
74,"abreuvoir","水飼場","",0,0
75,"abri","[shelter]避難所,防空壕","",0,0
76,"abribus","屋根付きバス待合所","",0,0
77,"abricot","杏","",0,0
78,"abricotier","杏の木","",0,0
79,"abriter","さえぎって守る,(建物が)収容する,(s')避難する,身を守る","Cet immeuble abrite plusieurs familles.",0,0
80,"abrogation","廃止","",0,0
81,"abroger","(法令を)廃止する","Les lois et les règlements administratifs (décrets, arrêtés) ne peuvent être abrogés que par un texte ayant même valeur : une loi par une autre loi, un décret par un autre décret etc.",0,0
82,"abrupt","険しい,切り立った,ぞんざいな,だしぬけの,急斜面,崖","",0,0
83,"abruptement","前後の脈絡無く","",0,0
84,"abruti","頭がぼうっとなった,ばか","",0,0
85,"abrutir","ぼうっとさせる","",0,0
86,"abrutissement","痴呆化","",0,0
87,"abrègement","短縮","",0,0
88,"abrég","【m】要約","",0,0
89,"abréger","短縮する","",0,0
90,"abréviation","略語","",0,0
91,"abscisse","横座標","L'abscisse et l'ordonnée sont les coordonnées d'un point.",0,0
92,"absence","不在,留守,欠如","",0,0
93,"absent","留守の,欠席の,欠席(勤)者","",0,0
94,"absenter","(s')欠席・欠勤する,から離れる","",0,0
95,"absentéisme","欠席,欠勤","",0,0
96,"absentéiste","欠勤しがちな人","",0,0
97,"absinthe","ニガヨモギ,アブサン","",0,0
98,"absolu","絶対的な,完全な","",0,0
99,"absolument","絶対に,完全に","",0,0
