1,"A bas les pattes !","(犬に向かって)おすわり!","",0,0
2,"A bas ~ !","～を倒せ!,～反対!","A bas la guerre !",0,0
3,"A la porte !","出て行け!","",0,0
4,"a priori","先験的に,先験的な,先入観","",0,0
5,"A table !","ご飯ですよ!","",0,0
6,"abandon de créance","債権の放棄","",0,0
7,"abattement à la base","基礎控除","",0,0
8,"ablutions de table","【料理】フィンガーボール","",0,0
9,"abstraction faite de","を別とすれば","",0,0
10,"abuser de","の善意に乗じて利用する,を乱用する","",0,0
11,"accent aigu","【文法】アクサン・テギュ[']","",0,0
12,"accent circonflexe","【文法】アクサン・シルコンフレックス[^]","",0,0
13,"accent grave","【文法】アクサン・グラーブ","",0,0
14,"accident de la ciculation","交通事故","",0,0
15,"accident du travail","労働災害","",0,0
16,"accuser réception de","を受領したと通知する","Nous avons l'honneur de vous accuser réception de votre lettre.",0,0
17,"accusé de réception","配達証明書","",0,0
18,"acid urique","尿酸","",0,0
19,"acide sulfurique","硫酸","",0,0
20,"acte administratif","行政行為","",0,0
21,"acte de commerce","商行為","",0,0
22,"acte de gouvernement","統治行為","",0,0
23,"acte final","最終議定書","L'acte final du congrès de Vienne insiste sur le principe de légitimité.",0,0
24,"acte judiciare","裁判上の行為・文書","",0,0
25,"acte juridique","法律行為","",0,0
26,"acte notari","公正証書","",0,0
27,"actif circulant","流動資産","",0,0
28,"actif circurant","流動資産","",0,0
29,"actif immobilis","固定資産","",0,0
30,"action civile","付帯私訴","",0,0
31,"action paulienne","詐害行為取消権","",0,0
32,"action personnelle","対人訴訟","",0,0
33,"action réele","対物訴訟","",0,0
34,"activités tertiaire","第三次産業","",0,0
35,"adjudication publique ouverte","一般競争入札","",0,0
36,"Advienne que pourra !","どんなことが起ころうとも","",0,0
37,"affaires personnelles","私物","",0,0
38,"afférent ","に帰属する,の所有となる,に関する","",0,0
39,"afin de","[in order to]...するために","",0,0
40,"afin que","[so that]...となるように","Afin que puisse être restituée l'atomosphère très exceptionnelle de cet enregistrement, aucune correction n'a été apportée à la bande d'origine lors de la digitalisation.",0,0
41,"Afrique du Sud","南アフリカ","",0,0
42,"agent immobilier","不動産業者","",0,0
43,"agent pathogène","病原体","",0,0
44,"aiguilleur du ciel","航空管制官","",0,0
45,"aimer bien","いい人だと思う","Je l'aime bien. Je l'aime beaucoup même. — Ah bon !  Alors tu l'aimes tout court ? — Mais non ! c'est juste un copain.",0,0
46,"ainsi que","[as well as]...のように,...と同様に","",0,0
47,"algorithme ","アルゴリズム","",0,0
48,"aller bien","元気である,順調である,似合う","Le saké va très bien avec du poisson cru.",0,0
49,"aller chercher","を迎えに行く,呼びに行く,取りに行く,想像する,推測する,(価格が)...に達する","",0,0
50,"aller de mal en pis","ますます悪化する","",0,0
51,"aller de pair avec","と一緒に進行する,両立する","",0,0
52,"aller et retour","往復,往復切符","",0,0
53,"aller loin","出世する","",0,0
54,"aller mal","具合が悪い,調子が良くない","",0,0
55,"aller mal ","に似合わない","",0,0
56,"aller simple","片道切符","",0,0
57,"aller voir","見に行く","",0,0
58,"Allons donc !","まさか,ばかな,おやおや","",0,0
59,"alors que","[when, while, whereas]...の時に,...なのに","L'homme veut être le premier amour de la femme, alors que la femme veut être le dernier amour de l'homme.",0,0
60,"Amerique centrale et du Sud","中南米","",0,0
61,"ami ancien","古くからの友人","",0,0
62,"ancien ami","かっての友人","",0,0
63,"angle aigu","鋭角","",0,0
64,"angle droit","直角","",0,0
65,"angle obtus","鈍角","",0,0
66,"année bissextile","閏年","",0,0
67,"année civile","暦年","",0,0
68,"appareil digestif","消化器","Le foie, l'estomac et l'intestin sont des organes de l'appareil digestif.",0,0
69,"apporter du soin ","に念を入れる","",0,0
70,"apprendre par coeur","暗記する","",0,0
71,"approcher de","に近い,に近づいている","Cet avion approche de l'aéroport de Charles-de-Gaulle.",0,0
72,"apr. J.-C.","紀元","",0,0
73,"après shampooing","ヘアリンス","",0,0
74,"après tout","結局,要するに","",0,0
75,"Après vous.","お先にどうぞ","",0,0
76,"Arabie saoudite","サウジアラビア","",0,0
77,"arbre généalogique","家系図,系統図","",0,0
78,"arc de triomphe","凱旋門","",0,0
79,"arcade sourcilière","眉弓","",0,0
80,"argent liquide","現金","",0,0
81,"arme de destruction massive","大量破壊兵器","",0,0
82,"arme à feu","火器","",0,0
83,"armée de l'air","空軍","",0,0
84,"armée de terre","陸軍","",0,0
85,"arriver ","できるようになる,首尾良く...する","Je n'arrive pas à ouvrir cette fenêtre.",0,0
86,"arriver à bon port","無事に目的地に着く","",0,0
87,"arrêté ministériel","省令","",0,0
88,"asile de nuit","浮浪者用宿泊施設","",0,0
89,"assemblée général d'actionnaires","株主総会","",0,0
90,"assiette creux","深皿","",0,0
91,"assurance multirisque","総合保険","",0,0
92,"Atchoum !","ハクション!","",0,0
93,"attacher de la valeur ","を尊重する","",0,0
94,"attendre un enfant","妊娠している","",0,0
95,"attendu que","...であるから(puisqueより論理的で硬い)","Attendu que les travaux sont très longs, la route sera encore longtemps fermée.",0,0
96,"attraper un rhume","風邪を引く","",0,0
97,"au besoin","必要な場合には","",0,0
98,"au bout de","の端に,の果てに","La disparition de la couleur est inévitable au bout de dix à quinze ans.",0,0
99,"au cas où","の場合は,もし...すれば","",0,0
100,"au chaud","温めて,暖かくして","",0,0
101,"au commencement de","のはじめに","",0,0
102,"au comptant","即金で","",0,0
103,"au contact de","に触れて","",0,0
104,"au côté de","と並んで","",0,0
105,"au courant de","について詳しく知っている,聞いている","Quand est-ce qu'on a décidé ça ? Je n'étais pas au courant, moi.",0,0
106,"au cours de","の途中で","",0,0
107,"au-dedans de","の中に","",0,0
108,"au dehors de","の外に","",0,0
109,"au-dehors de","の外に","",0,0
110,"au delà de","[beyond]の向こうに,の先に","Au delà de Rhin, dans les forêts et montagnes de la Germanie, vivaient de nombreuses tribus qui ne formaient pas une nation.",0,0
111,"au-delà de","の向こうに","Au-delelà de 10.000 mètres commence la stratosphère.",0,0
112,"au dessous de","[below]の下に","Elle achète une jupe qui lui arrive au-dessous du genou.",0,0
113,"au-dessous de","の下に","",0,0
114,"au dessus de","[above]の上に","",0,0
115,"au-dessus de","の上に","Des avions volent au-dessus de nos têtes.",0,0
116,"au devant de","を出迎えて","",0,0
117,"au début de","の初めに","",0,0
118,"au détriment de","を犠牲にして","",0,0
119,"au fait","ところで,よく考えてみると,本題に,事情に通じて","",0,0
120,"au fil de","の流れに沿って,につれて","",0,0
121,"au fond","結局,実は","",0,0
